b 
-25.8087425445 -84.6960813765
-25.5458656845 -85.254351507
-25.3618518825 -85.918957515
-25.07268834 -86.158215999
-24.1789080195 -86.1316322805
-23.469141501 -85.9987106775
-22.6542242385 -85.5467784315
-22.2599089485 -85.3075199475
-22.1810458905 -84.775834539
-21.997033092 -84.536576055
-21.55014243 -84.2441491305
-21.0243897135 -84.297317571
-20.6563621095 -84.642912936
-20.104321707 -85.015093023
-18.711076356 -85.1745983445
-17.6401381455 -85.5895917555
-17.219536173 -86.227614045
-16.825220883 -86.9985579375
-16.4046189105 -87.423906465
-16.0628789925 -87.397321743
-15.1428119895 -86.945389497
-14.4856198395 -86.732715735
-14.065017867 -86.57320941
-13.5655528365 -86.3073672075
-13.3552513485 -85.908603402
-13.3026759765 -85.456671156
-13.775853321 -85.19082795
-14.275319355 -85.19082795
-15.0639489315 -85.057906347
-15.300537102 -85.111075791
-15.0113735595 -84.9249857475
-14.222743983 -85.0047379065
-13.907291751 -85.0047379065
-13.828428693 -84.765480426
-13.696990263 -84.49963722
-13.3815390345 -84.260378736
-13.1975252325 -83.781861768
-13.2501006045 -83.223592641
-13.5129774645 -83.0640873195
-13.5655528365 -82.771660395
-13.3815390345 -83.0375025975
-13.1186621745 -83.250177363
-12.9346483725 -83.1438394785
-12.698060202 -82.8248288355
-12.619197144 -82.4526487485
-12.540334086 -82.160221824
-12.64548483 -82.080469665
-12.540334086 -82.1336381055
-12.461471028 -82.532401911
-12.461471028 -82.532401911
-12.146018796 -82.5589856295
-11.8042798815 -82.42606503
-11.7254168235 -82.3728965895
-12.0145813695 -82.665323514
-12.5140464 -82.8248288355
-12.64548483 -83.1438394785
-12.487758714 -83.3830979625
-12.330032598 -83.835031212
-12.11973111 -83.8616149305
-11.8305675675 -83.6223564465
-11.3836769055 -83.1970089225
-10.857924189 -82.9577504385
-10.0430069265 -82.8248288355
-9.3371661 -82.496556891
-8.8377010695 -82.496556891
-8.206797609 -82.5763100535
-7.917633063 -82.2041299665
-7.7073325785 -81.2736807525
-7.3918803465 -80.6888269035
-6.944990688 -80.422984701
-6.392949282 -80.422984701
-5.9986349955 -80.6888269035
-5.5517443335 -80.8217485065
-4.973416245 -80.7154116255
-5.078566989 -80.157141495
-5.420306907 -79.7583776895
-5.210005419 -79.944467733
-4.999703931 -80.1305577765
-4.868265501 -80.422984701
-4.5528142725 -80.6888269035
-3.895623126 -80.8217485065
-3.185855604 -80.8217485065
-1.740034881 -80.3698162605
0.0212370705 -80.077389336
1.73579409 -80.077389336
2.103821694 -80.290063098
2.6821497825 -80.874916947
3.050176383 -80.901501669
3.286765557 -80.4495684195
3.418203987 -80.2368946575
2.9187389565 -80.290063098
2.7347251545 -79.944467733
2.6558620965 -79.6786255305
2.8661635845 -79.8912992925
3.234190185 -80.0242208955
3.8125182735 -79.971052455
4.2594089355 -80.1039730545
4.653723222 -80.4761531415
4.942887768 -80.795164788
5.6526542865 -80.9546701095
8.110479672 -81.220512312
9.0568353645 -81.353433915
9.766601883 -82.0977930855
10.344930975 -82.7092316565
10.7392452615 -82.842152256
11.0284098075 -82.868736978
11.422724094 -82.6826469345
11.790751698 -82.2307146885
11.606737896 -82.071209367
11.475299466 -81.911703042
11.71188864 -82.071209367
12.0010521825 -82.2041299665
12.2113536705 -82.257298407
11.8959014385 -82.4433884505
11.790751698 -82.6826469345
12.1324906125 -82.975073859
12.9015489285 -83.08141074
13.4535903345 -82.602893772
13.690178505 -81.9648714825
13.979343051 -81.4331870775
14.4788080815 -81.00783855
14.98291731 -80.717202873
14.930341938 -80.2386869085
15.166931112 -80.637450714
15.8241222585 -80.4779453925
16.481313405 -80.0791805835
16.612751835 -79.8930915435
16.954491753 -79.5474961785
17.1647922375 -79.3879898535
16.849341009 -79.4145745755
16.507601091 -79.3879898535
16.0344237465 -79.228484532
15.7452592005 -78.8563054485
16.0869991185 -78.430956921
16.612751835 -78.165113715
16.823053323 -78.1385299965
16.560176463 -77.8992715125
16.349874975 -77.3144176635
16.376162661 -77.0751591795
16.533888777 -76.7295638145
15.7978345725 -76.676395374
15.24579417 -76.676395374
15.7452592005 -76.570058493
16.586464149 -76.5966422115
17.0333538075 -76.43713689
17.4276690975 -75.985204644
17.821983384 -75.506687676
17.853772257 -74.898833607
17.564607711 -74.3937329205
17.774909199 -74.52665352
18.090361431 -74.792496726
18.1692234855 -75.2710126905
18.6424018335 -75.590024337
20.770346664 -74.9443353075
21.848139783 -74.0138860935
24.1614531405 -73.9873013715
25.5809861775 -73.5619538475
28.637927154 -72.978891246
30.3313384215 -73.138397571
33.5078594685 -74.4444116775
34.769667393 -75.055849245
36.110337372 -75.667287816
36.2223510525 -75.76027614
36.687187305 -76.010986566
36.9505950165 -76.3400432475
36.8421327225 -76.794455142
36.6561982215 -77.060834217
36.96609006 -77.0765038695
37.477409436 -76.8257934435
37.6943330205 -76.543744716
37.58587173 -76.3400432475
37.229496768 -76.1676800805
37.0125731835 -76.183349733
36.811143639 -76.0423248675
36.671693265 -75.7759457925
36.795649599 -75.540905019
37.043562267 -75.008146869
37.849278438 -74.7260981415
38.8099400265 -75.023815518
42.2949088755 -75.274525944
44.578081107 -75.6035826255
45.879622614 -75.807284094
46.1634936975 -75.7537624215
46.705802157 -74.954624193
46.938220785 -74.5942282065
46.6593190335 -74.609897859
46.457889489 -74.3748570855
46.2409659045 -74.2495018725
45.9775591965 -74.265171525
45.714151485 -74.139816312
45.714151485 -73.779421329
45.714151485 -73.528710903
45.1873370655 -73.528710903
44.861951187 -74.045800404
44.18019135 -73.920445191
44.3816208945 -73.607058162
